make,model,year,kilometers,transmission_type,extra_features,price,priced_at
Nissan,Sunny,2020,9999,Automatic,"",220000,2022-03-25
Nissan,Sunny,2017,89999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; EBD; Leather Seats; Parking Sensors; Power Windows,208000,2022-03-25
Nissan,Sunny,2007,159999,Automatic,"",157000,2022-03-25
Nissan,Juke,2012,159999,Automatic,ABS; Air Conditioning; AM/FM Radio; Aux Audio In; Bluetooth System; Cruise Control; EBD; Fog Lights; Keyless Start; Leather Seats; Off-Road Tyres; Parking Sensors; Power Locks; Power Steering; Power Windows; Premium Wheels/Rims; Rear View Camera; Touch Screen; USB Charger,198000,2022-03-25
Nissan,Sunny,2014,119999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Fog Lights; Leather Seats; Off-Road Tyres; Power Locks; Power Mirrors; Power Steering; Power Windows; USB Charger,173000,2022-03-25
Nissan,Sunny,2015,119999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Fog Lights; Power Locks; Power Steering; Power Windows; USB Charger,161000,2022-03-25
Nissan,Sunny,2003,199999,Automatic,Air Conditioning; Fog Lights; Leather Seats; Power Locks; Power Mirrors; Power Seats; Power Windows,109000,2022-03-25
Nissan,Sunny,2019,139999,Automatic,"",160000,2022-03-25
Nissan,Sunny,2011,200000,Automatic,"",159000,2022-03-25
Nissan,Sunny,2011,139999,Automatic,Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Fog Lights; Power Mirrors; Power Steering; Power Windows; USB Charger,154000,2022-03-25
Nissan,Sunny,2011,9999,Automatic,"",141000,2022-03-25
Nissan,Sunny,2022,9999,Automatic,"",266000,2022-03-25
Nissan,Sunny,2014,159999,Automatic,Air Conditioning; Airbags; AM/FM Radio; Aux Audio In; EBD; Fog Lights; Keyless Start; Leather Seats; Power Locks; Power Mirrors; USB Charger,175000,2022-03-25
Nissan,Sunny,2014,119999,Automatic,Air Conditioning; Airbags; AM/FM Radio; Aux Audio In; Fog Lights; Parking Sensors; Power Locks; Power Mirrors; Power Steering; Power Windows; USB Charger,161000,2022-03-25
Nissan,Sunny,2011,139999,Automatic,Air Conditioning; Airbags; AM/FM Radio; Fog Lights; Leather Seats,129000,2022-03-25
Nissan,Sunny,2011,139999,Manual,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; Aux Audio In; Bluetooth System; Cruise Control; EBD; Fog Lights; Keyless Start; Leather Seats; Navigation System; Off-Road Tyres; Parking Sensors; Power Locks; Power Mirrors; Power Seats; Power Steering; Power Windows; Premium Wheels/Rims; USB Charger,138000,2022-03-25
Nissan,Sunny,2016,99999,Automatic,"",59000,2022-03-25
Nissan,Sunny,2015,119999,Automatic,Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Fog Lights; Keyless Start; Leather Seats; Off-Road Tyres; Power Locks; Power Mirrors; Power Steering; Power Windows; Premium Wheels/Rims; USB Charger,168000,2022-03-25
Nissan,Sunny,2008,199999,Manual,Air Conditioning; Bluetooth System; Aux Audio In; AM/FM Radio; Airbags; Fog Lights; Power Locks; Premium Wheels/Rims; USB Charger; Power Windows; Power Seats; Leather Seats,136000,2022-03-25
Nissan,Sunny,2013,99999,Automatic,"",189000,2022-03-25
Nissan,Sunny,2018,9999,Automatic,"",184000,2022-03-25
Nissan,Sunny,2012,179999,Automatic,ABS; Air Conditioning; Airbags; AM/FM Radio; Aux Audio In; EBD; Leather Seats,173000,2022-03-25
Nissan,Sunny,2019,9999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Keyless Start; Leather Seats; Off-Road Tyres; Parking Sensors; Power Locks; Power Mirrors; Power Seats; Power Steering; Power Windows; Premium Wheels/Rims; Rear View Camera; Touch Screen; USB Charger,202000,2022-03-25
Nissan,Sentra,2018,89999,Automatic,"",228000,2022-03-25
Nissan,Sentra,2022,19999,Automatic,ABS; Air Conditioning; Airbags; AM/FM Radio; Aux Audio In; Bluetooth System; EBD; Fog Lights; Keyless Start; Leather Seats; Power Locks; Power Mirrors; Power Steering; Power Windows; Rear View Camera; Touch Screen; USB Charger,363000,2022-03-25
Nissan,Qashqai,2012,9999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Fog Lights; Keyless Start; Parking Sensors; Power Locks; Power Mirrors; Power Steering; Power Windows; Premium Wheels/Rims; Roof Rack; Sunroof; USB Charger,255000,2022-03-25
Nissan,Qashqai,2017,119999,Automatic,"",323000,2022-03-25
Nissan,Qashqai,2013,99999,Automatic,"",212000,2022-03-25
Nissan,Qashqai,2018,35000,Automatic,Keyless Start/Stop; Analoge Air Condition; Leather Seats; Electronic Window; Sun Roof; Panorama Roof; Power mirrors; AUX; Bluetooth; USB; Anti-Lock Braking System (ABS); Cruise Control; Air Bags For Driver; Air Bags Passenger,436000,2022-03-25
Nissan,Sunny,2009,179999,Manual,Analoge Air Condition; Air Bags For Driver,122000,2022-03-25
Nissan,Sunny,1984,199999,Manual,"",30000,2022-03-25
Nissan,Qashqai,2017,9999,Automatic,"",345000,2022-03-25
Nissan,Qashqai,2022,1000,Automatic,Keyless Start/Stop; Analoge Air Condition; Electronic Window; Power mirrors; AUX; Bluetooth; USB; Traction Control; Anti-Lock Braking System (ABS); Cruise Control; Air Bags For Driver; Air Bags Passenger; Side Airbags,503000,2022-03-25
Nissan,Sunny,2018,7000,Automatic,Analoge Air Condition; Electronic Window; Power mirrors; AUX; Anti-Lock Braking System (ABS); Air Bags For Driver; Air Bags Passenger,226000,2022-03-25
Nissan,Sunny,2018,80000,Automatic,Analoge Air Condition; Electronic Window; Power mirrors; AUX; Anti-Lock Braking System (ABS); Air Bags For Driver; Air Bags Passenger,160000,2022-03-25
Nissan,Sunny,2019,14000,Automatic,Analoge Air Condition; Rear parking sensors; Electronic Window; Power mirrors; AUX; Anti-Lock Braking System (ABS); Air Bags For Driver; Air Bags Passenger,211000,2022-03-25
Nissan,Sunny,2016,89999,Automatic,"",148000,2022-03-25
Nissan,Sunny,2013,19999,Automatic,"",137000,2022-03-25
Nissan,Sunny,2017,139999,Automatic,"",164000,2022-03-25
Nissan,Sunny,2019,101000,Automatic,Keyless Start/Stop; Analoge Air Condition; Rear parking sensors; Electronic Window; Power mirrors; AUX; Bluetooth; Anti-Lock Braking System (ABS); Air Bags For Driver; Air Bags Passenger,215000,2022-03-25
Nissan,Sunny,2015,119999,Automatic,"",178000,2022-03-25
Nissan,Sunny,2013,150000,Automatic,"",118000,2022-03-25
Nissan,Sunny,2006,150000,Automatic,Analoge Air Condition; Air Bags For Driver,139000,2022-03-25
Nissan,Sunny,2012,179999,Automatic,"",165000,2022-03-25
Nissan,Sunny,2018,80000,Automatic,"",189000,2022-03-25
Nissan,Sunny,2015,115000,Automatic,Analoge Air Condition; Air Bags For Driver,166000,2022-03-25
Nissan,Sunny,2017,89999,Automatic,"",200000,2022-03-25
Nissan,Sunny,2003,199999,Automatic,"",105000,2022-03-25
Nissan,Sunny,2014,35000,Automatic,"",153000,2022-03-25
Nissan,Tiida,2009,240000,Automatic,"",204000,2022-03-25
Nissan,Sentra,2020,41000,Automatic,Analoge Air Condition; Electronic Window; Power mirrors; AUX; Anti-Lock Braking System (ABS); Air Bags For Driver; Air Bags Passenger,288000,2022-03-25
Nissan,Sentra,2020,58000,Automatic,"",207000,2022-03-25
Nissan,Sentra,2021,35000,Automatic,"",320000,2022-03-25
Nissan,Qashqai,2018,55000,Automatic,"",310000,2022-03-25
Nissan,Qashqai,2017,90000,Automatic,"",335000,2022-03-25
Nissan,Qashqai,2017,119999,Automatic,"",317000,2022-03-25
Nissan,Sunny,2008,29999,Automatic,"",107000,2022-03-25
Nissan,Sunny,2004,200000,Manual,"",102000,2022-03-25
Nissan,Sunny,2002,39999,Automatic,ABS; Air Conditioning; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Fog Lights; Leather Seats; Power Locks; Power Mirrors; Power Steering; Power Windows; Premium Wheels/Rims,113000,2022-03-25
Nissan,Qashqai,2017,79999,Automatic,"",339000,2022-03-25
Nissan,Qashqai,2019,69999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Cruise Control; EBD; Fog Lights; Keyless Start; Parking Sensors; Power Locks; Power Mirrors; Power Steering; Power Windows; Premium Wheels/Rims; Rear View Camera; Touch Screen; USB Charger,347000,2022-03-25
Nissan,Qashqai,2019,79999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Cruise Control; EBD; Fog Lights; Keyless Start; Leather Seats; Navigation System; Off-Road Tyres; Parking Sensors; Power Locks; Power Mirrors; Power Seats; Power Steering; Power Windows; Premium Wheels/Rims; Rear View Camera; Roof Rack; Sunroof; Touch Screen; USB Charger,387000,2022-03-25
Nissan,Sunny,2015,69999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Cruise Control; EBD; Fog Lights; Power Locks; Power Mirrors; Power Steering; Power Windows,168000,2022-03-25
Nissan,Sunny,2015,99999,Automatic,ABS; Air Conditioning; AM/FM Radio; Aux Audio In; Power Windows,174000,2022-03-25
Nissan,Sunny,2022,9999,Automatic,"",265000,2022-03-25
Nissan,Sunny,2018,139999,Automatic,ABS; Air Conditioning; Airbags; AM/FM Radio; Aux Audio In; Fog Lights,187000,2022-03-25
Nissan,Sunny,2016,59999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; EBD; Fog Lights; Off-Road Tyres; Power Locks; Power Mirrors; Power Steering; Power Windows; USB Charger,162000,2022-03-25
Nissan,Sunny,2020,19999,Automatic,"",194000,2022-03-25
Nissan,Sunny,2013,9999,Automatic,"",145000,2022-03-25
Nissan,Sunny,2014,9999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Fog Lights; Power Locks; Power Mirrors; Power Steering; Power Windows,146000,2022-03-25
Nissan,Sunny,2013,19999,Automatic,"",129000,2022-03-25
Nissan,Sunny,2013,19999,Automatic,ABS; Air Conditioning; Airbags; AM/FM Radio; Aux Audio In; Cruise Control; Power Locks; Power Mirrors; Power Steering; Power Windows,136000,2022-03-25
Nissan,Sunny,2008,179999,Manual,ABS; Air Conditioning; Airbags; AM/FM Radio; Aux Audio In; Fog Lights; Leather Seats; Power Locks; Power Mirrors; Power Windows; USB Charger,94000,2022-03-25
Nissan,Sunny,2005,199999,Automatic,Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Fog Lights; Leather Seats; Off-Road Tyres; Power Locks; Power Mirrors; Power Steering; Power Windows; Premium Wheels/Rims; USB Charger,121000,2022-03-25
Nissan,Sunny,2014,200000,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Power Mirrors; Power Locks; Power Steering; Power Windows,164000,2022-03-25
Nissan,Tiida,2006,199999,Automatic,ABS; Air Conditioning; AM/FM Radio; Aux Audio In; Power Locks; USB Charger,123000,2022-03-25
Nissan,Tiida,2008,200000,Automatic,"",104000,2022-03-25
Nissan,Sunny,2011,200000,Automatic,ABS; Airbags; Aux Audio In; Bluetooth System; Cruise Control; Fog Lights,117000,2022-03-25
Nissan,Qashqai,2018,130000,Automatic,Closing mirrors; Air Conditioning; Remote Keyless; Sunroof; Power Steering; Electric mirrors; Tinted Glass; Front Power Windows; Back Power Windows; Cassette Radio; CD Changer; AUX; Multifunction; DVD Player; USB Port; CD Player; Bluetooth; Rear sensors; EPS; Driver Airbag; Anti - theft System; EBD; Passenger Airbag; Sensors; ABS; Front sensors; Alarm; Fog light; Central lock; Rear camera; GPS; Alloy wheels; Cruise control,527000,2023-02-04
Nissan,Qashqai,2018,130000,Automatic,Closing mirrors; Air Conditioning; Remote Keyless; Sunroof; Power Steering; Intelligent parking system; Electric mirrors; Back Power Windows; Tinted Glass; Front Power Windows; CD Player; Bluetooth; Multifunction; Cassette Radio; CD Changer; AUX; DVD Player; USB Port; Front sensors; Rear sensors; EPS; Driver Airbag; EBD; Passenger Airbag; Sensors; ABS; Anti - theft System; Alarm; Fog light; Central lock; Rear camera; GPS; Alloy wheels; Rear spoiler; Cruise control,520000,2023-02-04
Nissan,Sentra,2020,80000,Automatic,Electric mirrors; Intelligent parking system; Remote Keyless; Closing mirrors; Leather seats; Power Steering; Air Conditioning; Tinted Glass; Front Power Windows; Back Power Windows; USB Port; CD Player; Bluetooth; Multifunction; AUX; Driver Airbag; Anti - theft System; Passenger Airbag; EBD; Rear sensors; ABS; Sensors; Rear spoiler; Alarm; Rear camera; Fog light; Alloy wheels; Start engine; Central lock,425000,2023-02-04
Nissan,Sunny,2022,61000,Automatic,Electric mirrors; Air Conditioning; Power Steering; Remote Keyless; Multimedia touch screen; Front Power Windows; Back Power Windows; Tinted Glass; Multifunction; AUX; EBD; Passenger Airbag; ABS; Anti - theft System; Driver Airbag; Central lock; Alloy wheels; Rear spoiler; Fog light; Alarm; Rear camera,408000,2023-02-04
Nissan,Qashqai,2020,73000,Automatic,Closing mirrors; Leather seats; Air Conditioning; Power Steering; Intelligent parking system; Remote Keyless; Electric mirrors; Front Power Windows; Back Power Windows; Tinted Glass; DVD Player; Bluetooth; Multifunction; AUX; USB Port; Anti - theft System; Front sensors; Passenger Airbag; Rear sensors; EPS; Side Airbag; ABS; EBD; Sensors; Driver Airbag; Alloy wheels; Alarm; Fog light; Central lock; Rear camera; GPS; Rear spoiler; Cruise control,585000,2023-02-04
Nissan,Sunny,2016,180000,Automatic,"",0,2023-02-04
Nissan,Sunny,2013,168000,Automatic,"",237000,2023-02-04
Nissan,Sunny,2022,23000,Automatic,Air Conditioning; Power Steering; Remote Keyless; Multimedia touch screen; Electric mirrors; Tinted Glass; Front Power Windows; Back Power Windows; Multifunction; AUX; Anti - theft System; Driver Airbag; EBD; Passenger Airbag; ABS; Alarm; Rear camera; Central lock; Alloy wheels; Rear spoiler; Fog light,385000,2023-02-04
Nissan,Sentra,2023,4500,Automatic,Air Conditioning; Remote Keyless; Power Steering; Multimedia touch screen; Electric mirrors; Leather seats; Tinted Glass; Front Power Windows; Back Power Windows; AUX; USB Port; Bluetooth; Multifunction; Rear sensors; ESP; Driver Airbag; EBD; Passenger Airbag; Anti - theft System; ABS; Rear camera; Fog light; Start engine; Alarm; Central lock; Rear spoiler; Alloy wheels,590000,2023-02-04
Nissan,Sentra,2019,78000,Automatic,Electric mirrors; Power Steering; Air Conditioning; Front Power Windows; Back Power Windows; AUX; CD Player; EBD; Driver Airbag; Passenger Airbag; ABS,395000,2023-02-04
Nissan,Sunny,2021,20000,Automatic,Multimedia touch screen; Electric mirrors; Air Conditioning; Leather seats; Remote Keyless; Power Steering; Front Power Windows; Back Power Windows; Tinted Glass; Multifunction; AUX; CD Player; Passenger Airbag; EBD; ABS; Driver Airbag; Anti - theft System; Alarm; Alloy wheels; Rear camera; Central lock; Rear spoiler; Fog light,0,2023-02-04
Nissan,Sunny,2013,170000,Automatic,"",236000,2023-02-04
Nissan,Juke,2021,75000,Automatic,Air Conditioning; Electric mirrors; Remote Keyless; Closing mirrors; Leather seats; Intelligent parking system; Power Steering; Back Power Windows; Tinted Glass; Front Power Windows; AUX; USB Port; Multifunction; Bluetooth; Anti - theft System; Front sensors; Rear sensors; Driver Airbag; Passenger Airbag; EPS; EBD; Side Airbag; ABS; Sensors; Central lock; Alarm; Fog light; Alloy wheels; Rear camera; Rear spoiler; Cruise control,532000,2023-02-04
Nissan,Qashqai,2013,110,Automatic,"",400000,2023-02-04
Nissan,Sentra,2017,100,Automatic,Remote Keyless; Air Conditioning; Front Power Windows; Back Power Windows; Cassette Radio; CD Changer; Fog light; Alarm,388000,2023-02-04
Nissan,Juke,2015,97000,Automatic,Fabric brushes; Air Conditioning; Power Steering; Remote Keyless; Electric mirrors; Closing mirrors; Front Power Windows; Back Power Windows; Tinted Glass; AUX; Cassette Radio; USB Port; Multifunction; CD Player; Bluetooth; ABS; EPS; EBD; Sensors; Driver Airbag; Anti - theft System; Passenger Airbag; Side Airbag; Alarm; Fog light; Cruise control; Central lock; Alloy wheels,418000,2023-02-04
Nissan,Sunny,2020,18000,Automatic,Intelligent parking system; Electric mirrors; Air Conditioning; Closing mirrors; Remote Keyless; Leather seats; Power Steering; Front Power Windows; Back Power Windows; Tinted Glass; AUX; USB Port; Bluetooth; Multifunction; CD Player; EBD; ABS; Anti - theft System; Rear sensors; Driver Airbag; Passenger Airbag; Rear spoiler; Fog light; Alarm; Central lock; Alloy wheels,336000,2023-02-04
Nissan,Sunny,2019,90000,Automatic,Air Conditioning; Remote Keyless; Electric mirrors; Fabric brushes; Power Steering; Back Power Windows; Front Power Windows; AUX; Cassette Radio; DVD Player; CD Player; Multifunction; Sensors; Rear sensors; Driver Airbag; Anti - theft System; Passenger Airbag; ABS; Power Seats; Central lock; Fog light; Alarm,0,2023-02-04
Nissan Motor Egypt,Sentra,2018,126000,Automatic,AUX; Anti-Lock Braking System (ABS); Analoge Air Condition; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger,398000,2023-02-04
Nissan Motor Egypt,Sunny,2023,30000,Automatic,AUX; Anti-Lock Braking System (ABS); Bluetooth; Analoge Air Condition; Power mirrors; Air Bags For Driver; Air Bags Passenger; Side Airbags,422000,2023-02-04
Nissan Motor Egypt,Sunny,2013,166000,Automatic,AUX; Anti-Lock Braking System (ABS); Bluetooth; Analoge Air Condition; Rear parking sensors; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger,238000,2023-02-04
Nissan Motor Egypt,Sunny,2022,14000,Automatic,Keyless Start/Stop; AUX; Anti-Lock Braking System (ABS); Bluetooth; USB; Analoge Air Condition; Rear parking sensors; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger; Side Airbags,229000,2023-02-04
Nissan Motor Egypt,Sentra,2021,38000,Automatic,AUX; Anti-Lock Braking System (ABS); USB; Analoge Air Condition; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger; Side Airbags,470000,2023-02-04
Nissan Motor Egypt,Sentra,2021,1900,Automatic,Keyless Start/Stop; AUX; Anti-Lock Braking System (ABS); Bluetooth; Analoge Air Condition; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger; Side Airbags,650000,2023-02-04
Nissan Motor Egypt,Sunny,2002,340000,Automatic,"",183000,2023-02-04
Nissan Motor Egypt,Sentra,2023,1000,Automatic,"",600000,2023-02-04
Nissan,Sunny,2023,39999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Leather Seats; Power Steering; Power Windows,438000,2023-02-04
Nissan Motor Egypt,Sunny,2018,63000,Automatic,AUX; Anti-Lock Braking System (ABS); Analoge Air Condition; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger,277000,2023-02-04
Nissan Motor Egypt,Sunny,2019,42000,Automatic,"",350000,2023-02-04
Nissan,Sunny,2017,119999,Automatic,"",271000,2023-02-04
Nissan,Sunny,2018,159999,Automatic,ABS; Air Conditioning; AM/FM Radio; EBD; Fog Lights; Leather Seats; Power Mirrors; Power Steering; Power Windows,257000,2023-02-04
Nissan,Sunny,2022,9999,Automatic,"",453000,2023-02-04
Nissan Motor Egypt,Sentra,2018,150000,Automatic,Keyless Start/Stop; AUX; Anti-Lock Braking System (ABS); Bluetooth; USB; Analoge Air Condition; Touch screen; Rear parking sensors; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger,380000,2023-02-04
Nissan Motor Egypt,Sunny,2023,7000,Automatic,AUX; Anti-Lock Braking System (ABS); Bluetooth; USB; Analoge Air Condition; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger; Side Airbags,438000,2023-02-04
Nissan Motor Egypt,Sentra,2023,0,Automatic,Analoge Air Condition; Air Bags For Driver; Air Bags Passenger; Side Airbags,566000,2023-02-04
Nissan Motor Egypt,Sentra,2023,0,Automatic,Analoge Air Condition; Air Bags For Driver; Air Bags Passenger; Side Airbags,467000,2023-02-04
Nissan Motor Egypt,Sentra,2023,0,Automatic,Analoge Air Condition; Air Bags For Driver; Air Bags Passenger; Side Airbags,500000,2023-02-04
Nissan Motor Egypt,Sentra,2023,0,Automatic,Analoge Air Condition; Air Bags For Driver; Air Bags Passenger; Side Airbags,495000,2023-02-04
Nissan Motor Egypt,Sunny,2015,55000,Automatic,AUX; Anti-Lock Braking System (ABS); Analoge Air Condition; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger,346000,2023-02-04
Nissan Motor Egypt,Sunny,2020,18000,Automatic,AUX; Anti-Lock Braking System (ABS); Analoge Air Condition; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger,383000,2023-02-04
Nissan Motor Egypt,Sunny,2020,57000,Automatic,Keyless Start/Stop; AUX; Anti-Lock Braking System (ABS); Bluetooth; Analoge Air Condition; Rear parking sensors; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger,352000,2023-02-04
Nissan Motor Egypt,Sunny,2023,30000,Automatic,AUX; Anti-Lock Braking System (ABS); Bluetooth; Analoge Air Condition; Power mirrors; Air Bags For Driver; Air Bags Passenger; Side Airbags,437000,2023-02-04
Nissan Motor Egypt,Sunny,2014,125000,Automatic,Analoge Air Condition; Air Bags For Driver,254000,2023-02-04
Nissan Motor Egypt,Sunny,2023,10000,Automatic,AUX; Anti-Lock Braking System (ABS); Bluetooth; Analoge Air Condition; Power mirrors; Air Bags For Driver; Air Bags Passenger; Side Airbags,440000,2023-02-04
Nissan Motor Egypt,Qashqai,2017,98000,Automatic,Keyless Start/Stop; AUX; Anti-Lock Braking System (ABS); Bluetooth; USB; Analoge Air Condition; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger,551000,2023-02-04
Nissan Motor Egypt,Sunny,2022,28000,Automatic,Keyless Start/Stop; AUX; Anti-Lock Braking System (ABS); Bluetooth; USB; Analoge Air Condition; Touch screen; Rear parking sensors; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger; Side Airbags,440000,2023-02-04
Nissan,Sunny,2021,39999,Automatic,ABS; Air Conditioning; Airbags; AM/FM Radio; Bluetooth System; Fog Lights; Power Locks; Power Steering; Power Windows; Touch Screen; USB Charger,349000,2023-02-04
Nissan,Juke,2014,89999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Cruise Control; EBD; Fog Lights; Keyless Start; Power Locks; Power Mirrors; Power Steering; Power Windows; Premium Wheels/Rims; USB Charger,311000,2023-02-04
Nissan,Sunny,2013,79999,Automatic,ABS; Air Conditioning; Airbags; AM/FM Radio; Aux Audio In; Power Windows,252000,2023-02-04
Nissan,Sunny,2015,139999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Leather Seats; Power Locks; Power Mirrors; Power Windows; USB Charger,248000,2023-02-04
Nissan,Sunny,2019,69999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; EBD; Fog Lights; Parking Sensors; Power Locks; Power Mirrors; Power Steering; Power Windows,329000,2023-02-04
Nissan,Sentra,2020,170000,Automatic,Electric mirrors; Air Conditioning; Leather seats; Remote Keyless; Power Steering; Back Power Windows; Front Power Windows; USB Port; Bluetooth; Multifunction; CD Player; AUX; ABS; Anti - theft System; Driver Airbag; EBD; Passenger Airbag; Sensors; Rear camera; Fog light; Start engine; Alarm; GPS; Cruise control; Alloy wheels; Central lock,440000,2023-02-04
Nissan Motor Egypt,Sunny,2023,1000,Automatic,AUX; Anti-Lock Braking System (ABS); Bluetooth; Analoge Air Condition; Power mirrors; Air Bags For Driver; Air Bags Passenger; Side Airbags,436000,2023-02-04
Nissan,Sunny,2017,9999,Automatic,"",273000,2023-02-04
Nissan,Sunny,2021,29999,Automatic,"",364000,2023-02-04
Nissan,Sunny,2011,119999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Fog Lights; Leather Seats; Parking Sensors; Power Locks; Power Mirrors; Power Steering; Power Windows; USB Charger,261000,2023-02-04
Nissan,Sunny,2023,6000,Automatic,Closing mirrors; Air Conditioning; Leather seats; Remote Keyless; Multimedia touch screen; Power Steering; Electric mirrors; Back Power Windows; Tinted Glass; Front Power Windows; Bluetooth; Multifunction; AUX; ABS; Rear sensors; Driver Airbag; EBD; Passenger Airbag; Anti - theft System; Rear camera; Start engine; Fog light; Alarm; Central lock; Rear spoiler; Alloy wheels,505000,2023-02-04
Nissan,Sunny,2020,25000,Automatic,Electric mirrors; Remote Keyless; Leather seats; Intelligent parking system; Power Steering; Air Conditioning; Tinted Glass; Front Power Windows; Back Power Windows; Cassette Radio; CD Player; AUX; Multifunction; USB Port; Driver Airbag; Passenger Airbag; Anti - theft System; ABS; EBD; Central lock; Fog light; Rear spoiler; Alloy wheels; Alarm,379000,2023-02-04
Nissan,Juke,2016,65000,Automatic,"",437000,2023-02-04
Nissan,Sentra,2017,99999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; EBD; Fog Lights; Keyless Start; Power Locks; Power Mirrors; Power Steering; Power Windows; Premium Wheels/Rims,376000,2023-02-04
Nissan,Sunny,2020,59999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Cruise Control; Keyless Start; Power Locks; Power Mirrors; Power Windows; USB Charger,362000,2023-02-04
Nissan,Sunny,2010,119999,Automatic,Air Conditioning; Airbags; AM/FM Radio; Fog Lights; Leather Seats; Parking Sensors; Power Locks; Power Mirrors; Power Steering; Power Windows; Premium Wheels/Rims; USB Charger,279000,2023-02-04
Nissan Motor Egypt,Sunny,2013,103000,Automatic,Analoge Air Condition; Air Bags For Driver,261000,2023-02-04
Nissan Motor Egypt,Sentra,2018,62000,Automatic,"",461000,2023-02-04
Nissan Motor Egypt,Qashqai,2013,110,Automatic,"",418000,2023-02-04
Nissan Motor Egypt,Qashqai,2022,18000,Automatic,Keyless Start/Stop; Anti-Lock Braking System (ABS); Bluetooth; USB; Traction Control; Analoge Air Condition; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger; Side Airbags,976000,2023-02-04
Nissan,Sunny,2020,39999,Automatic,"",367000,2023-02-04
Nissan,Sunny,2020,69999,Automatic,"",325000,2023-02-04
Nissan,Sunny,2019,59999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; EBD; Fog Lights; Power Locks; Power Steering; Power Windows; Premium Wheels/Rims; USB Charger,362000,2023-02-04
Nissan,Sentra,2018,99999,Automatic,"",387000,2023-02-04
Nissan Motor Egypt,Sunny,2017,185000,Automatic,AUX; Anti-Lock Braking System (ABS); Analoge Air Condition; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger,277000,2023-02-04
Nissan Motor Egypt,Sunny,2023,18000,Automatic,"",459000,2023-02-04
